disease,n,p,k,temperature,humidity,severity_level,remedy_with_remedy_capacity
Leaf Spot,129,79,129,18,58,Moderate,48
Leaf Spot,130,80,130,18.1,59,Moderate,48
Leaf Spot,131,81,131,18.2,60,Moderate,48
Leaf Spot,132,82,132,18.3,50,Moderate,48
Leaf Spot,133,83,133,18.4,51,Moderate,48
Leaf Spot,134,84,134,18.5,52,Moderate,48
Leaf Spot,149,99,149,17.4,52,Moderate,49
Leaf Spot,150,100,150,17.5,53,Moderate,49
Leaf Spot,125,75,125,17.6,54,Moderate,49
Leaf Spot,126,76,126,17.7,55,Moderate,49
Leaf Spot,127,77,127,17.8,56,Moderate,49
Leaf Spot,128,78,128,17.9,57,Moderate,49
Leaf Spot,143,93,143,16.8,57,Moderate,50
Leaf Spot,144,94,144,16.9,58,Moderate,50
Leaf Spot,145,95,145,17,59,Moderate,50
Leaf Spot,146,96,146,17.1,60,Moderate,50
Leaf Spot,147,97,147,17.2,50,Moderate,50
Leaf Spot,148,98,148,17.3,51,Moderate,50
Leaf Spot,137,87,137,16.2,51,Moderate,51
Leaf Spot,138,88,138,16.3,52,Moderate,51
Leaf Spot,139,89,139,16.4,53,Moderate,51
Leaf Spot,140,90,140,16.5,54,Moderate,51
Leaf Spot,141,91,141,16.6,55,Moderate,51
Leaf Spot,142,92,142,16.7,56,Moderate,51
Leaf Spot,131,81,131,15.6,56,Moderate,52
Leaf Spot,132,82,132,15.7,57,Moderate,52
Leaf Spot,133,83,133,15.8,58,Moderate,52
Leaf Spot,134,84,134,15.9,59,Moderate,52
Leaf Spot,135,85,135,16,60,Moderate,52
Leaf Spot,136,86,136,16.1,50,Moderate,52
Leaf Spot,125,75,125,15,50,Moderate,53
Leaf Spot,126,76,126,15.1,51,Moderate,53
Leaf Spot,127,77,127,15.2,52,Moderate,53
Leaf Spot,128,78,128,15.3,53,Moderate,53
Leaf Spot,129,79,129,15.4,54,Moderate,53
Leaf Spot,130,80,130,15.5,55,Moderate,53
Leaf Spot,195,145,195,29.6,58,Moderate,54
Leaf Spot,196,146,196,29.7,59,Moderate,54
Leaf Spot,197,147,197,29.8,60,Moderate,54
Leaf Spot,198,148,198,29.9,50,Moderate,54
Leaf Spot,199,149,199,30,51,Moderate,54
Leaf Spot,189,139,189,29,52,Moderate,55
Leaf Spot,190,140,190,29.1,53,Moderate,55
Leaf Spot,191,141,191,29.2,54,Moderate,55
Leaf Spot,192,142,192,29.3,55,Moderate,55
Leaf Spot,193,143,193,29.4,56,Moderate,55
Leaf Spot,194,144,194,29.5,57,Moderate,55
Leaf Spot,183,133,183,28.4,57,Moderate,56
Leaf Spot,184,134,184,28.5,58,Moderate,56
Leaf Spot,185,135,185,28.6,59,Moderate,56
Leaf Spot,186,136,186,28.7,60,Moderate,56
Leaf Spot,187,137,187,28.8,50,Moderate,56
Leaf Spot,188,138,188,28.9,51,Moderate,56
Leaf Spot,177,127,177,27.8,51,Moderate,57
Leaf Spot,178,128,178,27.9,52,Moderate,57
Leaf Spot,179,129,179,28,53,Moderate,57
Leaf Spot,180,130,180,28.1,54,Moderate,57
Leaf Spot,181,131,181,28.2,55,Moderate,57
Leaf Spot,182,132,182,28.3,56,Moderate,57
Leaf Spot,171,121,171,27.2,56,Moderate,58
Leaf Spot,172,122,172,27.3,57,Moderate,58
Leaf Spot,173,123,173,27.4,58,Moderate,58
Leaf Spot,174,124,174,27.5,59,Moderate,58
Leaf Spot,175,125,175,27.6,60,Moderate,58
Leaf Spot,176,126,176,27.7,50,Moderate,58
Leaf Spot,165,115,165,26.6,50,Moderate,59
Leaf Spot,166,116,166,26.7,51,Moderate,59
Leaf Spot,167,117,167,26.8,52,Moderate,59
Leaf Spot,168,118,168,26.9,53,Moderate,59
Leaf Spot,169,119,169,27,54,Moderate,59
Leaf Spot,170,120,170,27.1,55,Moderate,59
Leaf Spot,159,109,159,26,55,Moderate,60
Leaf Spot,160,110,160,26.1,56,Moderate,60
Leaf Spot,161,111,161,26.2,57,Moderate,60
Leaf Spot,162,112,162,26.3,58,Moderate,60
Leaf Spot,163,113,163,26.4,59,Moderate,60
Leaf Spot,164,114,164,26.5,60,Moderate,60
Anthracnose,159,109,159,26,55,Moderate,60
Anthracnose,160,110,160,26.1,56,Moderate,60
Anthracnose,161,111,161,26.2,57,Moderate,60
Anthracnose,162,112,162,26.3,58,Moderate,60
Anthracnose,163,113,163,26.4,59,Moderate,60
Anthracnose,164,114,164,26.5,60,Moderate,60
Dieback,153,103,153,25.4,60,Moderate,60
Dieback,154,104,154,25.5,50,Moderate,60
Dieback,155,105,155,25.6,51,Moderate,60
Dieback,156,106,156,25.7,52,Moderate,60
Dieback,157,107,157,25.8,53,Moderate,60
Dieback,158,108,158,25.9,54,Moderate,60
Dieback,159,109,159,26,55,Moderate,60
Dieback,160,110,160,26.1,56,Moderate,60
Dieback,161,111,161,26.2,57,Moderate,60
Dieback,162,112,162,26.3,58,Moderate,60
Dieback,163,113,163,26.4,59,Moderate,60
Dieback,164,114,164,26.5,60,Moderate,60
Leaf Spot,60,30,60,17,90,Moderate,60
Leaf Spot,154,104,154,25.5,50,Moderate,61
Leaf Spot,155,105,155,25.6,51,Moderate,61
Leaf Spot,156,106,156,25.7,52,Moderate,61
Leaf Spot,157,107,157,25.8,53,Moderate,61
Leaf Spot,158,108,158,25.9,54,Moderate,61
Anthracnose,154,104,154,25.5,50,Moderate,61
Anthracnose,155,105,155,25.6,51,Moderate,61
Anthracnose,156,106,156,25.7,52,Moderate,61
Anthracnose,157,107,157,25.8,53,Moderate,61
Anthracnose,158,108,158,25.9,54,Moderate,61
Dieback,198,148,198,24.8,54,Moderate,61
Dieback,199,149,199,24.9,55,Moderate,61
Dieback,200,150,200,25,56,Moderate,61
Dieback,150,100,150,25.1,57,Moderate,61
Dieback,151,101,151,25.2,58,Moderate,61
Dieback,152,102,152,25.3,59,Moderate,61
Leaf Spot,198,148,198,24.8,54,Moderate,62
Leaf Spot,199,149,199,24.9,55,Moderate,62
Leaf Spot,200,150,200,25,56,Moderate,62
Leaf Spot,150,100,150,25.1,57,Moderate,62
Leaf Spot,151,101,151,25.2,58,Moderate,62
Leaf Spot,152,102,152,25.3,59,Moderate,62
Leaf Spot,153,103,153,25.4,60,Moderate,62
Anthracnose,198,148,198,24.8,54,Moderate,62
Anthracnose,199,149,199,24.9,55,Moderate,62
Anthracnose,200,150,200,25,56,Moderate,62
Anthracnose,150,100,150,25.1,57,Moderate,62
Anthracnose,151,101,151,25.2,58,Moderate,62
Anthracnose,152,102,152,25.3,59,Moderate,62
Anthracnose,153,103,153,25.4,60,Moderate,62
Dieback,192,142,192,24.2,59,Moderate,62
Dieback,193,143,193,24.3,60,Moderate,62
Dieback,194,144,194,24.4,50,Moderate,62
Dieback,195,145,195,24.5,51,Moderate,62
Dieback,196,146,196,24.6,52,Moderate,62
Dieback,197,147,197,24.7,53,Moderate,62
Leaf Spot,192,142,192,24.2,59,Moderate,63
Leaf Spot,193,143,193,24.3,60,Moderate,63
Leaf Spot,194,144,194,24.4,50,Moderate,63
Leaf Spot,195,145,195,24.5,51,Moderate,63
Leaf Spot,196,146,196,24.6,52,Moderate,63
Leaf Spot,197,147,197,24.7,53,Moderate,63
Anthracnose,192,142,192,24.2,59,Moderate,63
Anthracnose,193,143,193,24.3,60,Moderate,63
Anthracnose,194,144,194,24.4,50,Moderate,63
Anthracnose,195,145,195,24.5,51,Moderate,63
Anthracnose,196,146,196,24.6,52,Moderate,63
Anthracnose,197,147,197,24.7,53,Moderate,63
Dieback,186,136,186,23.6,53,Moderate,63
Dieback,187,137,187,23.7,54,Moderate,63
Dieback,188,138,188,23.8,55,Moderate,63
Dieback,189,139,189,23.9,56,Moderate,63
Dieback,190,140,190,24,57,Moderate,63
Dieback,191,141,191,24.1,58,Moderate,64
Leaf Spot,186,136,186,23.6,53,Moderate,64
Leaf Spot,187,137,187,23.7,54,Moderate,64
Leaf Spot,188,138,188,23.8,55,Moderate,64
Leaf Spot,189,139,189,23.9,56,Moderate,64
Leaf Spot,190,140,190,24,57,Moderate,64
Leaf Spot,191,141,191,24.1,58,Moderate,64
Anthracnose,186,136,186,23.6,53,Moderate,64
Anthracnose,187,137,187,23.7,54,Moderate,64
Anthracnose,188,138,188,23.8,55,Moderate,64
Anthracnose,189,139,189,23.9,56,Moderate,64
Anthracnose,190,140,190,24,57,Moderate,64
Anthracnose,191,141,191,24.1,58,Moderate,64
Dieback,180,130,180,23,58,Moderate,64
Dieback,181,131,181,23.1,59,Moderate,64
Dieback,182,132,182,23.2,60,Moderate,64
Dieback,183,133,183,23.3,50,Moderate,64
Dieback,184,134,184,23.4,51,Moderate,64
Dieback,185,135,185,23.5,52,Moderate,64
Leaf Spot,180,130,180,23,58,Moderate,65
Leaf Spot,181,131,181,23.1,59,Moderate,65
Leaf Spot,182,132,182,23.2,60,Moderate,65
Leaf Spot,183,133,183,23.3,50,Moderate,65
Leaf Spot,184,134,184,23.4,51,Moderate,65
Leaf Spot,185,135,185,23.5,52,Moderate,65
Anthracnose,180,130,180,23,58,Moderate,65
Anthracnose,181,131,181,23.1,59,Moderate,65
Anthracnose,182,132,182,23.2,60,Moderate,65
Anthracnose,183,133,183,23.3,50,Moderate,65
Anthracnose,184,134,184,23.4,51,Moderate,65
Anthracnose,185,135,185,23.5,52,Moderate,65
Leaf Spot,174,124,174,22.4,52,Moderate,66
Leaf Spot,175,125,175,22.5,53,Moderate,66
Leaf Spot,176,126,176,22.6,54,Moderate,66
Leaf Spot,177,127,177,22.7,55,Moderate,66
Leaf Spot,178,128,178,22.8,56,Moderate,66
Leaf Spot,179,129,179,22.9,57,Moderate,66
Anthracnose,174,124,174,22.4,52,Moderate,66
Anthracnose,175,125,175,22.5,53,Moderate,66
Anthracnose,176,126,176,22.6,54,Moderate,66
Anthracnose,177,127,177,22.7,55,Moderate,66
Anthracnose,178,128,178,22.8,56,Moderate,66
Anthracnose,179,129,179,22.9,57,Moderate,66
Dieback,174,124,174,22.4,52,Moderate,66
Dieback,175,125,175,22.5,53,Moderate,66
Dieback,176,126,176,22.6,54,Moderate,66
Dieback,177,127,177,22.7,55,Moderate,66
Dieback,178,128,178,22.8,56,Moderate,66
Dieback,179,129,179,22.9,57,Moderate,66
Leaf Spot,168,118,168,21.8,57,Moderate,67
Leaf Spot,169,119,169,21.9,58,Moderate,67
Leaf Spot,170,120,170,22,59,Moderate,67
Leaf Spot,171,121,171,22.1,60,Moderate,67
Leaf Spot,172,122,172,22.2,50,Moderate,67
Leaf Spot,173,123,173,22.3,51,Moderate,67
Anthracnose,168,118,168,21.8,57,Moderate,67
Anthracnose,169,119,169,21.9,58,Moderate,67
Anthracnose,170,120,170,22,59,Moderate,67
Anthracnose,171,121,171,22.1,60,Moderate,67
Anthracnose,172,122,172,22.2,50,Moderate,67
Anthracnose,173,123,173,22.3,51,Moderate,67
Dieback,168,118,168,21.8,57,Moderate,67
Dieback,169,119,169,21.9,58,Moderate,67
Dieback,170,120,170,22,59,Moderate,67
Dieback,171,121,171,22.1,60,Moderate,67
Dieback,172,122,172,22.2,50,Moderate,67
Dieback,173,123,173,22.3,51,Moderate,67
Leaf Spot,162,112,162,21.2,51,Moderate,68
Leaf Spot,163,113,163,21.3,52,Moderate,68
Leaf Spot,164,114,164,21.4,53,Moderate,68
Leaf Spot,165,115,165,21.5,54,Moderate,68
Leaf Spot,166,116,166,21.6,55,Moderate,68
Leaf Spot,167,117,167,21.7,56,Moderate,68
Anthracnose,162,112,162,21.2,51,Moderate,68
Anthracnose,163,113,163,21.3,52,Moderate,68
Anthracnose,164,114,164,21.4,53,Moderate,68
Anthracnose,165,115,165,21.5,54,Moderate,68
Anthracnose,166,116,166,21.6,55,Moderate,68
Anthracnose,167,117,167,21.7,56,Moderate,68
Dieback,162,112,162,21.2,51,Moderate,68
Dieback,163,113,163,21.3,52,Moderate,68
Dieback,164,114,164,21.4,53,Moderate,68
Dieback,165,115,165,21.5,54,Moderate,68
Dieback,166,116,166,21.6,55,Moderate,68
Dieback,167,117,167,21.7,56,Moderate,68
Leaf Spot,156,106,156,20.6,56,Moderate,69
Leaf Spot,157,107,157,20.7,57,Moderate,69
Leaf Spot,158,108,158,20.8,58,Moderate,69
Leaf Spot,159,109,159,20.9,59,Moderate,69
Leaf Spot,160,110,160,21,60,Moderate,69
Leaf Spot,161,111,161,21.1,50,Moderate,69
Anthracnose,156,106,156,20.6,56,Moderate,69
Anthracnose,157,107,157,20.7,57,Moderate,69
Anthracnose,158,108,158,20.8,58,Moderate,69
Anthracnose,159,109,159,20.9,59,Moderate,69
Anthracnose,160,110,160,21,60,Moderate,69
Anthracnose,161,111,161,21.1,50,Moderate,69
Dieback,156,106,156,20.6,56,Moderate,69
Dieback,157,107,157,20.7,57,Moderate,69
Dieback,158,108,158,20.8,58,Moderate,69
Dieback,159,109,159,20.9,59,Moderate,69
Dieback,160,110,160,21,60,Moderate,69
Dieback,161,111,161,21.1,50,Moderate,69
Leaf Spot,150,100,150,20,50,Moderate,70
Leaf Spot,151,101,151,20.1,51,Moderate,70
Leaf Spot,152,102,152,20.2,52,Moderate,70
Leaf Spot,153,103,153,20.3,53,Moderate,70
Leaf Spot,154,104,154,20.4,54,Moderate,70
Leaf Spot,155,105,155,20.5,55,Moderate,70
Anthracnose,150,100,150,20,50,Moderate,70
Anthracnose,151,101,151,20.1,51,Moderate,70
Anthracnose,152,102,152,20.2,52,Moderate,70
Anthracnose,153,103,153,20.3,53,Moderate,70
Anthracnose,154,104,154,20.4,54,Moderate,70
Anthracnose,155,105,155,20.5,55,Moderate,70
Dieback,150,100,150,20,50,Moderate,70
Dieback,151,101,151,20.1,51,Moderate,70
Dieback,152,102,152,20.2,52,Moderate,70
Dieback,153,103,153,20.3,53,Moderate,70
Dieback,154,104,154,20.4,54,Moderate,70
Dieback,155,105,155,20.5,55,Moderate,70
Leaf Spot,60,30,60,17,60,Moderate,70
Dieback,75,35,75,30,60,Moderate,70
Root Rot,75,35,75,30,60,Moderate,70
Root Rot,75,35,75,30,40,Moderate,70
Leaf Spot,75,35,75,30,60,Moderate,71
Leaf Spot,75,35,75,50,60,Moderate,71
Nutrient Deficiency,184,134,184,28.5,58,Moderate,105
Nutrient Deficiency,185,135,185,28.6,59,Moderate,105
Nutrient Deficiency,186,136,186,28.7,60,Moderate,105
Nutrient Deficiency,187,137,187,28.8,50,Moderate,105
Nutrient Deficiency,188,138,188,28.9,51,Moderate,105
Nutrient Deficiency,189,139,189,29,52,Moderate,105
Nutrient Deficiency,190,140,190,29.1,53,Moderate,105
Nutrient Deficiency,191,141,191,29.2,54,Moderate,105
Nutrient Deficiency,192,142,192,29.3,55,Moderate,105
Nutrient Deficiency,193,143,193,29.4,56,Moderate,105
Nutrient Deficiency,194,144,194,29.5,57,Moderate,105
Nutrient Deficiency,195,145,195,29.6,58,Moderate,105
Nutrient Deficiency,196,146,196,29.7,59,Moderate,105
Nutrient Deficiency,197,147,197,29.8,60,Moderate,105
Nutrient Deficiency,198,148,198,29.9,50,Moderate,105
Nutrient Deficiency,199,149,199,30,51,Moderate,105
Nutrient Deficiency,158,108,158,25.9,54,Moderate,106
Nutrient Deficiency,159,109,159,26,55,Moderate,106
Nutrient Deficiency,160,110,160,26.1,56,Moderate,106
Nutrient Deficiency,161,111,161,26.2,57,Moderate,106
Nutrient Deficiency,162,112,162,26.3,58,Moderate,106
Nutrient Deficiency,163,113,163,26.4,59,Moderate,106
Nutrient Deficiency,164,114,164,26.5,60,Moderate,106
Nutrient Deficiency,165,115,165,26.6,50,Moderate,106
Nutrient Deficiency,166,116,166,26.7,51,Moderate,106
Nutrient Deficiency,167,117,167,26.8,52,Moderate,106
Nutrient Deficiency,168,118,168,26.9,53,Moderate,106
Nutrient Deficiency,169,119,169,27,54,Moderate,106
Nutrient Deficiency,170,120,170,27.1,55,Moderate,106
Nutrient Deficiency,171,121,171,27.2,56,Moderate,106
Nutrient Deficiency,172,122,172,27.3,57,Moderate,106
Nutrient Deficiency,173,123,173,27.4,58,Moderate,106
Nutrient Deficiency,174,124,174,27.5,59,Moderate,106
Nutrient Deficiency,175,125,175,27.6,60,Moderate,106
Nutrient Deficiency,176,126,176,27.7,50,Moderate,106
Nutrient Deficiency,177,127,177,27.8,51,Moderate,106
Nutrient Deficiency,178,128,178,27.9,52,Moderate,106
Nutrient Deficiency,179,129,179,28,53,Moderate,106
Nutrient Deficiency,180,130,180,28.1,54,Moderate,106
Nutrient Deficiency,181,131,181,28.2,55,Moderate,106
Nutrient Deficiency,182,132,182,28.3,56,Moderate,106
Nutrient Deficiency,183,133,183,28.4,57,Moderate,106
Nutrient Deficiency,152,102,152,25.3,59,Moderate,107
Nutrient Deficiency,153,103,153,25.4,60,Moderate,107
Nutrient Deficiency,154,104,154,25.5,50,Moderate,107
Nutrient Deficiency,155,105,155,25.6,51,Moderate,107
Nutrient Deficiency,156,106,156,25.7,52,Moderate,107
Nutrient Deficiency,157,107,157,25.8,53,Moderate,107
Nutrient Deficiency,197,147,197,24.7,53,Moderate,108
Nutrient Deficiency,198,148,198,24.8,54,Moderate,108
Nutrient Deficiency,199,149,199,24.9,55,Moderate,108
Nutrient Deficiency,200,150,200,25,56,Moderate,108
Nutrient Deficiency,150,100,150,25.1,57,Moderate,108
Nutrient Deficiency,151,101,151,25.2,58,Moderate,108
Nutrient Deficiency,191,141,191,24.1,58,Moderate,109
Nutrient Deficiency,192,142,192,24.2,59,Moderate,109
Nutrient Deficiency,193,143,193,24.3,60,Moderate,109
Nutrient Deficiency,194,144,194,24.4,50,Moderate,109
Nutrient Deficiency,195,145,195,24.5,51,Moderate,109
Nutrient Deficiency,196,146,196,24.6,52,Moderate,109
Nutrient Deficiency,185,135,185,23.5,52,Moderate,110
Nutrient Deficiency,186,136,186,23.6,53,Moderate,110
Nutrient Deficiency,187,137,187,23.7,54,Moderate,110
Nutrient Deficiency,188,138,188,23.8,55,Moderate,110
Nutrient Deficiency,189,139,189,23.9,56,Moderate,110
Nutrient Deficiency,190,140,190,24,57,Moderate,110
Nutrient Deficiency,179,129,179,22.9,57,Moderate,111
Nutrient Deficiency,180,130,180,23,58,Moderate,111
Nutrient Deficiency,181,131,181,23.1,59,Moderate,111
Nutrient Deficiency,182,132,182,23.2,60,Moderate,111
Nutrient Deficiency,183,133,183,23.3,50,Moderate,111
Nutrient Deficiency,184,134,184,23.4,51,Moderate,111
Nutrient Deficiency,173,123,173,22.3,51,Moderate,112
Nutrient Deficiency,174,124,174,22.4,52,Moderate,112
Nutrient Deficiency,175,125,175,22.5,53,Moderate,112
Nutrient Deficiency,176,126,176,22.6,54,Moderate,112
Nutrient Deficiency,177,127,177,22.7,55,Moderate,112
Nutrient Deficiency,178,128,178,22.8,56,Moderate,112
Nutrient Deficiency,167,117,167,21.7,56,Moderate,113
Nutrient Deficiency,168,118,168,21.8,57,Moderate,113
Nutrient Deficiency,169,119,169,21.9,58,Moderate,113
Nutrient Deficiency,170,120,170,22,59,Moderate,113
Nutrient Deficiency,171,121,171,22.1,60,Moderate,113
Nutrient Deficiency,172,122,172,22.2,50,Moderate,113
Nutrient Deficiency,161,111,161,21.1,50,Moderate,114
Nutrient Deficiency,162,112,162,21.2,51,Moderate,114
Nutrient Deficiency,163,113,163,21.3,52,Moderate,114
Nutrient Deficiency,164,114,164,21.4,53,Moderate,114
Nutrient Deficiency,165,115,165,21.5,54,Moderate,114
Nutrient Deficiency,166,116,166,21.6,55,Moderate,114
Nutrient Deficiency,150,100,150,20,50,Moderate,115
Nutrient Deficiency,151,101,151,20.1,51,Moderate,115
Nutrient Deficiency,152,102,152,20.2,52,Moderate,115
Nutrient Deficiency,153,103,153,20.3,53,Moderate,115
Nutrient Deficiency,154,104,154,20.4,54,Moderate,115
Nutrient Deficiency,155,105,155,20.5,55,Moderate,115
Nutrient Deficiency,156,106,156,20.6,56,Moderate,115
Nutrient Deficiency,157,107,157,20.7,57,Moderate,115
Nutrient Deficiency,158,108,158,20.8,58,Moderate,115
Nutrient Deficiency,159,109,159,20.9,59,Moderate,115
Nutrient Deficiency,160,110,160,21,60,Moderate,115
Powdery Mildew,75,35,75,50,60,Moderate,202
Canker Diseases,75,35,75,30,60,Moderate,205
Canker Diseases,75,35,75,30,40,Moderate,205
Bacterial Wilt,194,144,194,29.5,57,Moderate,207
Bacterial Wilt,195,145,195,29.6,58,Moderate,207
Bacterial Wilt,196,146,196,29.7,59,Moderate,207
Bacterial Wilt,197,147,197,29.8,60,Moderate,207
Bacterial Wilt,198,148,198,29.9,50,Moderate,207
Bacterial Wilt,199,149,199,30,51,Moderate,207
Bacterial Wilt,183,133,183,28.4,57,Moderate,208
Bacterial Wilt,184,134,184,28.5,58,Moderate,208
Bacterial Wilt,185,135,185,28.6,59,Moderate,208
Bacterial Wilt,186,136,186,28.7,60,Moderate,208
Bacterial Wilt,187,137,187,28.8,50,Moderate,208
Bacterial Wilt,188,138,188,28.9,51,Moderate,208
Bacterial Wilt,189,139,189,29,52,Moderate,208
Bacterial Wilt,190,140,190,29.1,53,Moderate,208
Bacterial Wilt,191,141,191,29.2,54,Moderate,208
Bacterial Wilt,192,142,192,29.3,55,Moderate,208
Bacterial Wilt,193,143,193,29.4,56,Moderate,208
Bacterial Wilt,171,121,171,27.2,56,Moderate,209
Bacterial Wilt,172,122,172,27.3,57,Moderate,209
Bacterial Wilt,173,123,173,27.4,58,Moderate,209
Bacterial Wilt,174,124,174,27.5,59,Moderate,209
Bacterial Wilt,175,125,175,27.6,60,Moderate,209
Bacterial Wilt,176,126,176,27.7,50,Moderate,209
Bacterial Wilt,177,127,177,27.8,51,Moderate,209
Bacterial Wilt,178,128,178,27.9,52,Moderate,209
Bacterial Wilt,179,129,179,28,53,Moderate,209
Bacterial Wilt,180,130,180,28.1,54,Moderate,209
Bacterial Wilt,181,131,181,28.2,55,Moderate,209
Bacterial Wilt,182,132,182,28.3,56,Moderate,209
Bacterial Wilt,159,109,159,26,55,Moderate,210
Bacterial Wilt,160,110,160,26.1,56,Moderate,210
Bacterial Wilt,161,111,161,26.2,57,Moderate,210
Bacterial Wilt,162,112,162,26.3,58,Moderate,210
Bacterial Wilt,163,113,163,26.4,59,Moderate,210
Bacterial Wilt,164,114,164,26.5,60,Moderate,210
Bacterial Wilt,165,115,165,26.6,50,Moderate,210
Bacterial Wilt,166,116,166,26.7,51,Moderate,210
Bacterial Wilt,167,117,167,26.8,52,Moderate,210
Bacterial Wilt,168,118,168,26.9,53,Moderate,210
Bacterial Wilt,169,119,169,27,54,Moderate,210
Bacterial Wilt,170,120,170,27.1,55,Moderate,210
Bacterial Wilt,198,148,198,24.8,54,Moderate,211
Bacterial Wilt,199,149,199,24.9,55,Moderate,211
Bacterial Wilt,200,150,200,25,56,Moderate,211
Bacterial Wilt,150,100,150,25.1,57,Moderate,211
Bacterial Wilt,151,101,151,25.2,58,Moderate,211
Bacterial Wilt,152,102,152,25.3,59,Moderate,211
Bacterial Wilt,153,103,153,25.4,60,Moderate,211
Bacterial Wilt,154,104,154,25.5,50,Moderate,211
Bacterial Wilt,155,105,155,25.6,51,Moderate,211
Bacterial Wilt,156,106,156,25.7,52,Moderate,211
Bacterial Wilt,157,107,157,25.8,53,Moderate,211
Bacterial Wilt,158,108,158,25.9,54,Moderate,211
Bacterial Wilt,186,136,186,23.6,53,Moderate,212
Bacterial Wilt,187,137,187,23.7,54,Moderate,212
Bacterial Wilt,188,138,188,23.8,55,Moderate,212
Bacterial Wilt,189,139,189,23.9,56,Moderate,212
Bacterial Wilt,190,140,190,24,57,Moderate,212
Bacterial Wilt,191,141,191,24.1,58,Moderate,212
Bacterial Wilt,192,142,192,24.2,59,Moderate,212
Bacterial Wilt,193,143,193,24.3,60,Moderate,212
Bacterial Wilt,194,144,194,24.4,50,Moderate,212
Bacterial Wilt,195,145,195,24.5,51,Moderate,212
Bacterial Wilt,196,146,196,24.6,52,Moderate,212
Bacterial Wilt,197,147,197,24.7,53,Moderate,212
Bacterial Wilt,175,125,175,22.5,53,Moderate,213
Bacterial Wilt,176,126,176,22.6,54,Moderate,213
Bacterial Wilt,177,127,177,22.7,55,Moderate,213
Bacterial Wilt,178,128,178,22.8,56,Moderate,213
Bacterial Wilt,179,129,179,22.9,57,Moderate,213
Bacterial Wilt,180,130,180,23,58,Moderate,213
Bacterial Wilt,181,131,181,23.1,59,Moderate,213
Bacterial Wilt,182,132,182,23.2,60,Moderate,213
Bacterial Wilt,183,133,183,23.3,50,Moderate,213
Bacterial Wilt,184,134,184,23.4,51,Moderate,213
Bacterial Wilt,185,135,185,23.5,52,Moderate,213
Bacterial Wilt,162,112,162,21.2,51,Moderate,214
Bacterial Wilt,163,113,163,21.3,52,Moderate,214
Bacterial Wilt,164,114,164,21.4,53,Moderate,214
Bacterial Wilt,165,115,165,21.5,54,Moderate,214
Bacterial Wilt,166,116,166,21.6,55,Moderate,214
Bacterial Wilt,167,117,167,21.7,56,Moderate,214
Bacterial Wilt,168,118,168,21.8,57,Moderate,214
Bacterial Wilt,169,119,169,21.9,58,Moderate,214
Bacterial Wilt,170,120,170,22,59,Moderate,214
Bacterial Wilt,171,121,171,22.1,60,Moderate,214
Bacterial Wilt,172,122,172,22.2,50,Moderate,214
Bacterial Wilt,173,123,173,22.3,51,Moderate,214
Bacterial Wilt,174,124,174,22.4,52,Moderate,214
Bacterial Wilt,150,100,150,20,50,Moderate,215
Bacterial Wilt,151,101,151,20.1,51,Moderate,215
Bacterial Wilt,152,102,152,20.2,52,Moderate,215
Bacterial Wilt,153,103,153,20.3,53,Moderate,215
Bacterial Wilt,154,104,154,20.4,54,Moderate,215
Bacterial Wilt,155,105,155,20.5,55,Moderate,215
Bacterial Wilt,156,106,156,20.6,56,Moderate,215
Bacterial Wilt,157,107,157,20.7,57,Moderate,215
Bacterial Wilt,158,108,158,20.8,58,Moderate,215
Bacterial Wilt,159,109,159,20.9,59,Moderate,215
Bacterial Wilt,160,110,160,21,60,Moderate,215
Bacterial Wilt,161,111,161,21.1,50,Moderate,215
Bacterial Wilt,75,35,75,30,80,Moderate,217
Cercospora Leaf Blight,75,35,75,25,60,Moderate,228
Cercospora Leaf Blight,75,35,75,30,60,Moderate,228
Rust Disease,75,35,75,25,60,Moderate,229
Rust Disease,75,35,75,25,40,Moderate,229
Rust Disease,75,35,75,25,80,Moderate,229
Root Rot,195,145,195,39.6,58,Moderate,260
Root Rot,196,146,196,39.7,59,Moderate,260
Root Rot,197,147,197,39.8,60,Moderate,260
Root Rot,198,148,198,39.9,50,Moderate,260
Root Rot,199,149,199,40,51,Moderate,260
Root Rot,189,139,189,39,52,Moderate,261
Root Rot,190,140,190,39.1,53,Moderate,261
Root Rot,191,141,191,39.2,54,Moderate,261
Root Rot,192,142,192,39.3,55,Moderate,261
Root Rot,193,143,193,39.4,56,Moderate,261
Root Rot,194,144,194,39.5,57,Moderate,261
Root Rot,183,133,183,38.4,57,Moderate,262
Root Rot,184,134,184,38.5,58,Moderate,262
Root Rot,185,135,185,38.6,59,Moderate,262
Root Rot,186,136,186,38.7,60,Moderate,262
Root Rot,187,137,187,38.8,50,Moderate,262
Root Rot,188,138,188,38.9,51,Moderate,262
Root Rot,177,127,177,37.8,51,Moderate,263
Root Rot,178,128,178,37.9,52,Moderate,263
Root Rot,179,129,179,38,53,Moderate,263
Root Rot,180,130,180,38.1,54,Moderate,263
Root Rot,181,131,181,38.2,55,Moderate,263
Root Rot,182,132,182,38.3,56,Moderate,263
Root Rot,171,121,171,37.2,56,Moderate,264
Root Rot,172,122,172,37.3,57,Moderate,264
Root Rot,173,123,173,37.4,58,Moderate,264
Root Rot,174,124,174,37.5,59,Moderate,264
Root Rot,175,125,175,37.6,60,Moderate,264
